iter	M_lnFgutabs(1)	M_lnkgutelim(1)	M_lnktot(1)	M_lnkmratio(1)	M_lnkeDfrac(1)	SD_lnFgutabs(1)	SD_lnkgutelim(1)	SD_lnktot(1)	SD_lnkmratio(1)	SD_lnkeDfrac(1)	GSD_don(1)	GSD_d3g(1)	GSD_d15g(1)	lnFgutabs(1.1)	lnkgutelim(1.1)	lnktot(1.1)	lnkmratio(1.1)	lnkeDfrac(1.1)	lnFgutabs(1.2)	lnkgutelim(1.2)	lnktot(1.2)	lnkmratio(1.2)	lnkeDfrac(1.2)	lnFgutabs(1.3)	lnkgutelim(1.3)	lnktot(1.3)	lnkmratio(1.3)	lnkeDfrac(1.3)	lnFgutabs(1.4)	lnkgutelim(1.4)	lnktot(1.4)	lnkmratio(1.4)	lnkeDfrac(1.4)	lnFgutabs(1.5)	lnkgutelim(1.5)	lnktot(1.5)	lnkmratio(1.5)	lnkeDfrac(1.5)	lnFgutabs(1.6)	lnkgutelim(1.6)	lnktot(1.6)	lnkmratio(1.6)	lnkeDfrac(1.6)	lnFgutabs(1.7)	lnkgutelim(1.7)	lnktot(1.7)	lnkmratio(1.7)	lnkeDfrac(1.7)	lnFgutabs(1.8)	lnkgutelim(1.8)	lnktot(1.8)	lnkmratio(1.8)	lnkeDfrac(1.8)	lnFgutabs(1.9)	lnkgutelim(1.9)	lnktot(1.9)	lnkmratio(1.9)	lnkeDfrac(1.9)	lnFgutabs(1.10)	lnkgutelim(1.10)	lnktot(1.10)	lnkmratio(1.10)	lnkeDfrac(1.10)	lnFgutabs(1.11)	lnkgutelim(1.11)	lnktot(1.11)	lnkmratio(1.11)	lnkeDfrac(1.11)	lnFgutabs(1.12)	lnkgutelim(1.12)	lnktot(1.12)	lnkmratio(1.12)	lnkeDfrac(1.12)	lnFgutabs(1.13)	lnkgutelim(1.13)	lnktot(1.13)	lnkmratio(1.13)	lnkeDfrac(1.13)	lnFgutabs(1.14)	lnkgutelim(1.14)	lnktot(1.14)	lnkmratio(1.14)	lnkeDfrac(1.14)	lnFgutabs(1.15)	lnkgutelim(1.15)	lnktot(1.15)	lnkmratio(1.15)	lnkeDfrac(1.15)	lnFgutabs(1.16)	lnkgutelim(1.16)	lnktot(1.16)	lnkmratio(1.16)	lnkeDfrac(1.16)	LnPrior	LnData	LnPosterior
9140	-0.575726	-1.24675	-0.708881	-1.5911	-1.38362	0.393939	0.329155	0.484416	0.356138	0.485268	1.56331	1.75449	1.25761	-1.12866	-1.75528	-0.961842	0.706801	0.0428157	-0.774866	1.2268	-0.672169	0.754179	1.48292	-1.43129	-1.01339	2.94644	-1.50815	0.225856	0.162936	-0.0919747	-1.2059	-2.54644	0.128103	1.03688	-2.02786	-0.771756	0.742771	-0.96726	0.445748	1.39415	0.290447	2.39704	-1.16234	-0.405521	0.697839	0.892876	0.199745	-1.93293	0.263887	0.222232	0.525185	-1.35577	0.422255	-0.0143951	1.50713	-2.20007	1.26781	-1.61831	0.485826	-2.50854	-2.18353	-0.074205	0.929883	1.29603	-0.906029	-1.88638	0.719624	1.11971	1.15358	0.158536	-0.106874	0.663253	-0.946144	0.654424	0.472204	-1.43845	-0.280521	0.81829	1.15431	-1.18935	-0.00231302	-0.355285	0.365493	0.120083	1.04515	0.969782	-0.786746	0.28161	-0.889409	-0.713958	-0.0174044	-0.813016	0.691956	-1.430196e+02	-1.280361e+03	-1.423381e+03
9150	-0.601014	-1.32056	-0.700948	-1.57255	-1.36806	0.405238	0.31613	0.307169	0.343486	0.447013	1.5404	1.81052	1.32878	-1.19275	-1.99123	0.606452	0.67821	-0.0595446	-0.756102	0.0211856	0.627833	-0.0784774	1.62774	-1.11123	1.07981	0.633061	-0.417798	0.288004	-0.468341	-0.0793266	0.349976	-1.81231	0.903931	1.04329	-0.0272683	0.870623	-0.951598	-1.35058	0.984246	-0.659947	-0.151174	2.71924	-1.13149	-0.148468	-0.197605	0.892876	0.941483	-2.46903	0.430015	1.09205	0.218063	-2.25725	0.912437	-0.229807	1.49425	-2.38957	0.99785	-1.71518	0.0713043	-2.17077	-1.61581	0.77595	0.948827	1.29603	-0.594355	-2.65707	0.862256	1.26699	1.15358	0.278384	0.0922355	-0.0348653	-0.425668	0.654424	-1.00365	2.40496	-1.24881	0.701936	1.15431	-1.01731	0.595126	-1.60185	0.155836	0.120083	-0.736269	0.518084	0.650512	0.691999	-0.636721	-0.338747	-1.02131	-0.660675	0.367112	-1.389661e+02	-1.290033e+03	-1.428999e+03
9160	-0.662629	-1.52527	-0.574068	-1.64285	-1.33239	0.461625	0.16089	0.325697	0.410994	0.47323	1.5566	1.81052	1.29477	-0.736321	-2.55137	0.0685638	1.46884	-0.357443	-0.484875	1.30327	-0.232824	0.788055	1.50078	-0.673692	-0.659625	0.860888	-1.0918	0.124479	0.259019	0.6359	-0.61522	-1.49785	0.225563	1.03819	-0.390166	0.42634	-1.00148	-0.465096	0.86089	0.0892692	0.444003	0.720382	-1.13149	-0.11603	0.0871562	1.90606	0.389595	-2.01013	0.216761	-0.222899	2.88755	-1.626	0.823882	-0.299337	-0.194382	0.483453	1.77475	-1.61834	0.2792	-3.54289	-1.09008	0.374155	1.0848	1.28426	-0.907191	-1.99599	1.02088	1.29629	1.29112	0.115485	-0.693995	-0.420386	-0.48768	0.699901	-0.562511	1.0857	-0.104263	0.683708	1.15431	-1.43343	1.80758	-0.16272	0.193243	0.300912	-0.729181	0.725424	0.481751	0.559474	-0.607264	-0.618918	0.297816	-0.622513	0.206844	-1.353836e+02	-1.297243e+03	-1.432627e+03
9170	-0.665982	-1.4692	-0.786393	-1.50308	-1.3489	0.456566	0.333726	0.310044	0.429607	0.566632	1.49207	1.82724	1.28967	-0.628803	0.0614931	-2.00498	0.625675	-0.382943	-0.493387	1.28717	-0.539551	1.08441	1.37341	-0.872804	0.792083	0.0244193	-0.473901	0.487602	0.481164	-1.28898	-0.00148066	-2.14977	0.21709	1.10024	0.959162	0.0307639	-0.249047	-0.93931	1.0121	0.0187157	1.02763	1.83336	-0.990784	0.0436983	1.43429	0.906241	0.801289	-2.63031	0.303861	0.66911	2.1855	-2.07633	0.794183	-0.273666	-0.528467	-0.570273	0.851333	-1.72783	0.519001	-2.38761	-2.1573	-0.499459	0.704501	1.33472	-0.960316	-1.99599	-0.294662	1.29629	1.42936	-1.23831	0.81519	-0.650549	-0.534394	0.829191	0.52208	-0.928082	-1.16032	0.683708	0.961621	-0.0925366	1.03157	0.108616	0.424355	0.300912	1.71853	-0.745841	0.454204	0.395039	-0.770859	-1.28868	1.8161	-1.40203	0.216268	-1.398184e+02	-1.282936e+03	-1.422754e+03
9180	-0.682305	-1.07227	-0.765609	-1.48668	-1.34628	0.455672	0.601235	0.310044	0.335702	0.475653	1.50073	1.94206	1.28403	-0.637906	-0.548191	-2.07805	0.130028	0.153125	-0.859957	0.598019	0.168464	0.0605786	1.43906	-1.05511	-0.435163	1.00895	-0.523646	0.057439	0.481164	-0.417545	-0.770679	-2.93994	0.471962	1.13386	1.1538	-0.084372	-1.36589	-1.19258	0.584103	-0.231394	1.1591	1.08788	-1.36624	0.213227	0.515152	0.237599	0.0431734	-2.80133	0.267615	0.373398	0.452658	-1.28782	1.01469	-0.166219	-1.3171	0.377438	0.388747	-1.74043	0.324346	-2.15019	-0.739217	1.03839	0.836701	1.26264	-0.500832	-1.76308	0.615419	1.34083	1.24545	-1.46013	0.806408	0.413551	-1.06761	0.911326	-0.357466	0.345952	-0.694084	0.976323	0.903106	1.7553	0.322004	-0.45918	0.151647	0.289681	0.918011	-1.11837	-0.128164	0.454175	-0.474421	-1.17535	0.611112	-1.40203	0.229978	-1.335758e+02	-1.287525e+03	-1.421101e+03
9190	-0.666891	-1.14022	-0.893432	-1.56587	-1.44307	0.462522	0.454379	0.471329	0.421467	0.507795	1.56353	1.7911	1.32107	-0.654346	-1.0966	-1.26585	0.558555	-0.369885	-0.853579	-0.599167	1.12787	0.367314	1.44876	-1.0304	0.220558	2.06059	-0.805772	0.581013	0.348965	1.73657	-2.12523	-2.66028	0.453149	0.862511	-0.996592	1.07141	-0.0280693	-0.556424	0.525093	-0.645127	1.98141	0.868198	-1.19934	0.121446	1.40801	-0.800428	0.319149	-2.33706	-0.0302476	0.796102	1.28718	-0.769027	0.809909	-0.394638	1.76219	-1.15134	0.90175	-0.874938	0.176365	-1.54879	-1.22472	0.470253	1.00107	1.26264	-0.500832	-1.63162	-0.625076	0.748009	1.12585	0.881572	0.706089	0.624101	-0.621284	0.335141	0.957579	2.07747	0.219862	1.12954	1.06115	1.21368	0.155353	-0.561841	0.578409	0.155672	0.171937	0.711957	-0.966162	0.675454	-0.708782	-1.38325	1.05787	-2.26445	0.288761	-1.401227e+02	-1.293407e+03	-1.433530e+03
9200	-0.561582	-0.881554	-0.840262	-1.44536	-1.43757	0.423009	0.3998	0.472424	0.461941	0.495086	1.5126	1.75395	1.29599	-1.16757	-0.515326	-0.727606	0.480517	0.103061	-0.823624	0.12137	-0.10523	0.367314	1.754	-1.42695	0.334562	0.525013	-1.31483	0.191709	0.377076	1.45065	-1.09577	-2.22585	0.711054	0.971277	1.18487	-0.118824	-1.11915	-0.620872	0.210496	0.356457	1.47353	0.817519	-1.42975	0.169633	0.0678894	-0.800428	0.835185	-2.22979	0.0448197	-0.351062	0.945849	-1.23012	0.967216	-0.464269	0.337293	0.208883	1.07768	-1.24872	-0.110719	-2.50804	-1.01806	0.323471	1.04509	1.06675	-0.500832	-1.33983	-0.142277	1.44978	1.26545	-0.964122	-0.2751	-0.454038	-0.224033	0.682648	-0.495394	0.299769	-0.356784	1.12954	1.05616	0.648429	-0.137706	-1.1137	0.0690995	0.155672	-0.601068	0.944439	-0.489723	0.56262	-1.0925	-1.43058	0.584211	-1.0782	0.775602	-1.283415e+02	-1.284274e+03	-1.412615e+03
9210	-0.561273	-1.33985	-0.991729	-1.50749	-1.44529	0.408675	0.0486355	0.408256	0.331582	0.54369	1.5563	1.81257	1.33196	-0.931873	-0.560035	-1.11889	1.99066	0.0075803	-0.778674	1.43292	1.02368	-0.429854	1.24413	-1.39235	0.0560825	0.87993	0.22896	-0.252524	0.192549	-0.850918	-1.2497	-2.62837	0.244188	0.660306	-0.442531	-0.118824	0.687819	-0.341504	0.610729	1.35057	1.754	0.855646	-1.26622	0.344893	0.724388	-0.207679	1.09704	-2.19179	0.267879	-0.510634	1.44764	-1.53634	0.967216	-0.156092	0.20172	-0.499628	1.15317	-1.9348	0.0615126	0.335194	-2.20976	0.974255	1.17752	1.14243	0.0179732	-0.865849	0.784309	1.44978	1.26545	-0.626235	0.514892	-0.860583	-0.617887	0.373742	-0.734716	0.0101234	0.210785	0.53262	1.09556	-0.698471	0.273864	-1.45728	0.858006	0.239049	0.0955261	0.859617	0.134719	0.541112	-1.00675	0.180628	0.564256	-2.10758	0.837826	-1.295067e+02	-1.301245e+03	-1.430752e+03
9220	-0.534811	-1.1905	-1.14571	-1.58572	-1.42087	0.375848	0.13538	0.459906	0.243268	0.53088	1.57051	1.87793	1.33196	-1.13582	-1.06905	-1.23278	1.3874	0.856794	-0.922512	-0.379907	0.926247	-0.398464	1.58545	-1.57071	-0.189774	1.78109	0.253922	0.187763	0.334959	0.917272	-0.066654	-1.31183	0.918484	1.1902	0.284677	0.61232	-0.371614	-0.839571	0.36606	0.566236	1.37423	0.873052	-0.799032	0.367703	-1.49191	0.301735	1.46539	-1.99615	0.493431	-0.584119	1.2493	-1.81567	0.845374	-0.0986232	-1.02629	-0.864125	2.61815	-1.67616	-0.108206	-0.0265619	-1.1833	0.368811	1.06858	1.10612	0.663035	-0.865849	0.0886689	0.985934	1.26545	0.29841	0.924587	-1.26428	-0.494358	0.673746	-0.459636	-0.0661976	-0.767912	0.994197	1.09556	0.17254	1.09054	-0.231356	0.614078	0.239049	-1.15836	0.695284	-1.38358	0.319024	-1.21514	0.163445	0.518945	-0.340391	0.384556	-1.268208e+02	-1.303825e+03	-1.430646e+03
9230	-0.548904	-1.08772	-1.20357	-1.54132	-1.33623	0.319218	0.122938	0.459906	0.328391	0.503355	1.54421	2.02005	1.26341	-0.717109	-0.616023	-2.19716	1.18846	-0.250134	-1.50479	0.795661	1.51045	0.146909	1.41631	-1.06625	-0.73835	1.46917	-1.31204	0.306212	0.0958746	0.82961	-0.457549	-2.15623	0.24187	1.01383	1.14575	0.468847	-0.371614	-0.329587	0.667846	0.566236	1.52493	1.89049	-0.799032	-0.0841861	-1.09965	0.410044	0.240276	-2.48579	0.67868	1.41268	-0.149349	-1.07583	0.704512	-0.468531	-0.259845	-1.32525	0.860834	-1.55567	0.315199	-0.881007	-1.52796	0.566342	0.977167	1.3387	-0.103334	-1.13448	-0.417754	1.01062	1.65167	-0.307454	0.0696823	-1.16858	-0.623322	0.521731	0.122904	0.182099	-1.71942	0.755782	1.0371	0.292151	1.78389	-0.100542	0.378757	0.381313	0.392471	0.443483	0.4968	0.783481	-1.51051	0.794108	0.303268	-2.30857	0.246501	-1.312570e+02	-1.291182e+03	-1.422439e+03
9240	-0.518673	-1.16148	-1.0625	-1.51665	-1.29355	0.290221	0.32526	0.506855	0.336447	0.519874	1.62373	1.79362	1.25018	-0.616705	-0.532009	-2.19716	1.845	0.0615079	-1.37124	0.249416	0.678404	0.0953433	1.33633	-1.89655	0.321649	1.46917	-1.11577	0.133289	-0.0611358	0.497751	-0.819144	-2.11526	0.0823904	1.1768	-0.933756	1.67506	-0.641926	-0.93826	0.524276	1.87332	0.781938	1.88575	-0.994375	-0.12518	-1.64123	1.31585	0.681092	-1.82928	0.00682506	1.17982	0.509723	-1.07583	0.704512	-0.506425	0.232697	-0.680359	0.745479	-1.64995	0.229967	-1.41911	-1.53082	0.474983	0.706886	1.42801	0.511542	-1.13448	-0.480435	1.01062	1.65167	1.38205	0.584616	0.327118	-0.810221	0.673618	0.10705	-0.522	-0.632067	0.484544	1.05233	1.19602	0.740607	-1.22262	0.327684	0.299024	-0.482833	0.443483	-0.0177343	0.0397537	-1.62806	-0.254736	0.303268	-2.47119	0.479448	-1.348472e+02	-1.283156e+03	-1.418004e+03
9250	-0.558742	-1.02817	-0.951661	-1.48515	-1.32294	0.283753	0.153902	0.413036	0.341767	0.516107	1.52953	1.87433	1.32537	-1.21641	-0.650536	-1.47626	0.740396	-0.222477	-1.17689	-0.937746	0.683339	-0.426909	1.44923	-2.28167	-0.464985	1.48534	0.327568	0.341126	0.767053	-1.42709	-2.03136	-2.02247	0.0724837	0.636149	-0.187424	0.554631	0.771612	-0.715314	0.513064	-0.878852	1.56841	1.92588	-0.837176	-0.551772	0.443009	1.31585	0.000594348	-2.14564	1.02498	1.15149	-0.978295	-1.38725	0.704512	-0.677534	0.446478	-0.711969	0.900792	-2.21195	0.595571	-1.40621	-2.84369	-0.00276558	0.975262	1.51223	0.155849	-1.45026	-0.0704355	0.869385	1.75865	-0.514697	-0.25109	-0.462303	-0.531034	0.570253	1.31155	-0.623232	-0.946131	0.484544	1.46616	-0.0759867	0.228183	-0.327616	0.570989	0.110603	-0.482833	0.200911	-0.175519	0.0125399	-1.61663	-0.625031	-0.0772255	-1.96396	0.18347	-1.345048e+02	-1.289796e+03	-1.424301e+03
9260	-0.543584	-0.847087	-0.872744	-1.60233	-1.33468	0.281337	0.525477	0.380777	0.289561	0.623214	1.48534	1.91897	1.28332	-1.57011	-0.699883	-1.58321	0.373013	-0.179757	-1.27955	-0.739672	0.787091	0.550778	1.20811	-1.92517	0.707942	0.719613	0.310319	0.424747	0.470475	-0.203007	-2.03914	-2.28512	0.463891	1.48048	-0.957796	-0.0909517	0.924774	-0.648216	0.321744	-0.415401	0.527068	2.21493	-0.905793	0.0892448	-0.765281	0.111562	0.273159	-1.95003	0.929258	0.967551	-1.14863	-1.38725	0.744364	-0.848434	1.84279	-0.711969	1.49677	-1.73696	0.907524	-2.03046	-3.20973	-0.477867	1.02452	1.46251	0.155849	-1.45026	0.291264	0.986365	1.88984	-1.24439	-0.176959	1.33418	-0.567988	0.913613	-1.46697	0.338923	-0.231433	0.354633	1.56322	-2.01628	0.0244619	-0.637133	0.0307584	-0.183114	2.36218	1.3978	0.807668	0.676436	-1.49011	0.0803222	-0.732533	-0.552309	0.299648	-1.462575e+02	-1.284279e+03	-1.430536e+03
9270	-0.549229	-0.905022	-0.881059	-1.75178	-1.30617	0.260208	0.388535	0.380777	0.344543	0.504572	1.57038	1.80265	1.2584	-0.765136	-2.55443	-1.85748	0.248842	-0.361392	-1.53154	-0.791166	0.423283	0.550778	1.34395	-1.78186	0.490831	0.146599	-0.290626	0.596432	-0.124387	-0.597944	0.0657685	-2.63565	0.33394	1.48048	-0.878405	0.680566	-0.648812	-0.892424	0.863591	0.374751	0.758953	1.86964	-1.09467	-0.270535	0.0627117	0.258456	0.691464	-2.25127	0.963339	-1.43443	0.302758	-1.23316	0.814532	-1.03171	1.00591	-0.0562233	0.374118	-2.06903	0.0278654	-2.70444	-1.76421	-0.210817	0.985645	1.49373	0.0793519	-1.45026	-0.329513	0.986365	1.73614	-0.356057	1.38018	-1.34546	-0.965279	1.26297	0.461202	-0.955319	0.208746	0.571011	1.83618	1.01242	-0.179704	-0.335762	0.617686	-0.544613	0.872332	-0.269248	0.0291198	0.272734	-1.32724	-1.20553	0.238456	-1.13474	0.531134	-1.371945e+02	-1.287276e+03	-1.424470e+03
9280	-0.55849	-1.09576	-0.981682	-1.74077	-1.27679	0.287978	0.388199	0.417897	0.43195	0.531658	1.62535	1.84077	1.29482	-1.16932	-1.81895	-0.933794	1.13196	-0.184417	-1.52508	-0.492216	1.17984	0.476239	1.11248	-1.67465	-0.62969	1.0715	-0.0229649	0.323788	-0.732083	0.878174	-0.583803	-2.3941	-0.298678	1.28067	-1.61826	0.272666	-0.837189	-0.6655	1.09176	0.0181986	2.0167	1.96492	-0.821823	-0.0282464	-0.110877	-0.0878452	0.677954	-2.75926	1.01065	0.536824	-0.25955	-0.0220443	0.56957	-0.70001	0.136604	-1.02981	0.904716	-1.52363	0.277101	-0.717524	-1.93581	1.56003	0.630807	1.38989	0.212529	-1.13181	0.453366	1.022	1.86429	-0.0159446	0.425131	0.848791	-0.603571	1.16821	-0.152423	-0.0485709	0.0247841	0.8301	1.88177	1.4531	0.307233	-0.448711	0.0730455	0.1536	-0.21026	-0.269248	0.228483	0.835672	-1.01053	-0.418682	0.0187981	-1.13474	0.250916	-1.327593e+02	-1.295647e+03	-1.428406e+03
9290	-0.597976	-1.29364	-0.865824	-1.75257	-1.30326	0.287608	0.369276	0.515035	0.3199	0.544288	1.71598	1.80325	1.24025	-1.06431	-2.25751	0.300332	0.926084	-0.176304	-0.885148	-2.11358	1.67774	0.0808964	1.12196	-1.54611	0.86543	1.05032	1.19329	-0.156056	0.557331	-1.9672	-0.0210334	-2.05838	0.406558	1.43962	-0.123726	0.873304	0.613017	-0.627114	0.68472	0.207498	2.00946	2.73753	-1.06594	-0.198835	-0.0501398	0.908007	1.16235	-2.23782	0.636234	0.502746	-0.140857	-0.137644	0.221984	-0.673013	-2.12267	2.28761	1.48198	-0.780479	0.341215	-1.93506	-1.52547	1.09045	0.702954	1.58552	0.578809	-1.13181	1.16581	1.02889	1.86429	-0.372412	0.011562	0.2158	-0.0764858	0.935044	-0.435947	1.05057	0.589576	0.70543	1.23789	0.478308	1.59452	-0.0415204	0.319324	-0.0445406	0.524527	0.141503	1.45658	-0.129599	-1.2514	-0.134395	0.671765	-1.1224	0.294788	-1.419236e+02	-1.291384e+03	-1.433307e+03
9300	-0.610103	-1.39929	-0.708506	-1.79962	-1.26773	0.3195	0.484915	0.4968	0.471068	0.561026	1.48055	1.95602	1.27512	-1.09944	-1.32753	-0.896354	0.509437	-0.166928	-0.885148	-1.08583	1.77191	-0.249132	1.1794	-1.71829	0.23935	2.19857	-0.591763	0.0373555	0.583866	-1.81958	-0.0620058	-1.52166	0.197686	1.20873	-0.536108	0.106402	0.744526	-0.782604	0.138992	1.84933	1.2674	1.38989	-1.59135	0.246002	-0.24499	0.908007	1.14339	-2.14878	0.345954	0.759816	0.88238	-1.42151	0.253754	-0.840474	-0.544978	1.69228	0.510934	-2.21469	0.188011	-1.00205	-1.46559	0.990549	0.617841	1.44461	0.548504	-1.13181	0.60991	1.02889	1.74932	1.3891	0.011562	0.81223	-1.03455	1.01517	-0.253868	-0.298087	0.0988002	0.614872	1.41931	0.551645	0.655918	0.148321	-0.0292038	-0.0445406	1.13481	0.072703	1.19043	-0.279149	-0.773544	-0.910402	0.268354	-0.312544	0.415089	-1.360820e+02	-1.285007e+03	-1.421089e+03
9310	-0.640479	-1.20896	-0.736252	-1.92489	-1.24134	0.329961	0.641699	0.391417	0.574307	0.468796	1.57693	1.72405	1.25849	-1.28624	-1.31518	-0.598171	0.790998	0.244636	-0.804247	-1.06649	1.85824	0.341354	1.05397	-1.16081	-0.0892196	1.01202	-0.357057	0.200229	0.419744	-1.27497	1.30901	-1.80067	0.295934	1.75578	-0.0623071	-0.327669	-0.0306974	-0.776657	0.297548	2.08707	-0.0206544	1.29792	-1.22114	-0.182934	0.545581	0.908007	1.75999	-2.7594	0.417921	0.286781	0.277729	-0.652381	0.298717	-0.113942	1.38211	-1.98818	1.579	-1.99202	0.586315	-1.93096	-1.9805	0.215062	0.975977	1.40369	-0.365219	-0.710204	1.40864	1.02889	1.79722	0.262319	-0.344568	0.783311	-0.714668	1.06571	-1.2906	0.246264	-0.263452	0.360424	1.48637	0.639613	-0.0416328	0.746771	0.251206	-0.0992645	0.59648	0.941738	0.521088	-0.146205	-1.02482	-0.62466	0.416787	-0.347829	0.348324	-1.392388e+02	-1.286443e+03	-1.425682e+03
9320	-0.604192	-1.13825	-0.606241	-1.8294	-1.29039	0.325511	0.716687	0.275178	0.597048	0.467142	1.52596	1.96971	1.32696	-1.07131	-1.01316	-1.15333	0.395511	0.105287	-1.15304	-1.06649	2.32042	0.438863	1.23889	-1.1668	1.38919	-1.38658	0.361008	0.14742	0.110075	-0.863044	-0.809726	-1.12432	-0.0968062	1.20686	0.557406	0.784351	0.752464	-0.91771	0.797463	0.855966	0.75929	1.44974	-1.60251	0.0908035	0.0099091	-1.71997	-0.25174	-3.38415	0.59788	0.0899569	-0.335094	-0.29506	0.560074	-0.555719	-0.214358	-1.94611	0.827698	-0.947069	0.62936	-1.92097	-2.72074	0.378733	1.07821	1.3399	-1.39943	-0.291923	0.858569	1.02889	1.7972	0.563372	0.981246	-0.0469913	-0.530628	0.558061	1.6692	-0.202885	0.658359	0.549217	1.06115	0.877979	0.823085	-0.573866	0.299037	-0.357948	0.404917	-0.281788	0.541252	0.441967	-1.01668	-0.666242	-0.270242	-0.0241528	0.576802	-1.399102e+02	-1.300148e+03	-1.440059e+03
9330	-0.636657	-1.14147	-0.603983	-1.55005	-1.37803	0.316429	0.626972	0.252058	0.63198	0.43789	1.53301	1.72452	1.29479	-1.02251	-1.78605	-0.896929	0.396135	-0.594275	-1.0134	-0.989451	2.6868	0.113498	1.71203	-0.932925	0.400504	-2.72322	-1.3219	0.681613	0.388706	-0.513037	-0.990453	-2.10916	0.952876	1.20509	-0.929478	0.85923	-0.283577	-0.83777	0.851079	0.36807	-0.261615	1.16115	-0.968313	-0.289153	0.4417	-0.113052	0.61088	-2.7306	0.591028	0.282703	0.245372	-0.676304	0.69436	-0.366619	0.599896	-0.664946	0.803727	-2.02462	0.507566	-2.58916	-0.744827	0.327699	1.26057	1.41529	-1.31303	0.719748	-0.69343	0.994409	1.77446	0.641148	-0.225247	-0.115401	-0.556857	1.14786	-1.7735	0.250613	-0.301216	1.42981	1.60981	0.100721	0.748394	-0.540776	0.217923	0.591415	-1.00706	1.0768	0.138962	0.768012	-1.24099	-0.666242	0.681148	-1.30849	0.446479	-1.420259e+02	-1.288814e+03	-1.430840e+03
9340	-0.632373	-1.26036	-0.543008	-1.57021	-1.3898	0.303847	0.599607	0.353242	0.515712	0.406222	1.53042	1.74725	1.30287	-1.37896	-0.917132	-1.23585	0.344955	-0.180879	-0.938302	-0.653055	0.986756	0.106705	2.01508	-1.67473	0.470099	-0.408982	0.111076	-0.0439335	0.578503	-1.64306	-0.544656	-2.58583	0.104653	1.50075	-0.301017	-0.254402	-0.162214	-0.784855	0.851079	0.247551	1.3277	1.30628	-0.968313	-0.0455126	0.117036	0.444212	0.130495	-3.06984	0.983061	-0.70028	-0.151726	-0.752757	1.49064	-0.124341	-0.940738	0.0548313	0.803727	-2.20322	0.422036	-1.58195	-2.13434	0.544151	1.43224	1.03093	-0.739224	0.20846	0.0186995	0.980134	1.56524	-1.28403	1.38167	0.325945	-0.186703	0.262138	1.71339	-0.0788799	-0.544916	1.14891	1.60981	-0.511242	-1.08451	0.0562059	0.278864	0.596102	0.462407	0.711555	0.0171592	0.865566	-1.72972	-0.137869	1.02685	-1.39045	0.34785	-1.372127e+02	-1.290952e+03	-1.428165e+03
9350	-0.6072	-1.15915	-0.528074	-1.60437	-1.46548	0.308406	0.495711	0.444165	0.276911	0.409978	1.55977	2.03477	1.2751	-1.44446	-2.14453	-1.17089	0.00941919	-0.0713965	-0.666369	-0.167131	-0.338259	0.373583	2.2069	-1.63181	0.327619	0.701792	-0.801443	0.884499	0.342774	-0.651122	-1.78587	-3.56549	-0.110892	1.56716	-1.48641	-0.442528	1.633	-0.886028	0.199274	1.7707	-0.444991	1.27118	-1.01571	0.00466842	-0.385046	0.755465	0.484597	-3.13998	0.427049	0.188318	-0.0508359	-0.210612	1.07013	-0.388406	-0.310302	-1.229	1.23683	-1.66557	0.624536	-2.08349	-2.3729	-0.115362	1.13275	0.77297	-0.926121	0.925617	0.744102	1.52073	1.32166	0.20007	0.0936408	1.46272	-1.28838	0.920697	-0.622025	0.53076	0.788091	1.04659	1.36131	-0.308865	0.364411	-1.2378	0.616936	0.717456	-1.69901	0.518394	1.0394	0.567173	-1.01377	-0.894174	-0.479538	-1.77713	1.00987	-1.449833e+02	-1.295427e+03	-1.440410e+03
9360	-0.60515	-1.43214	-0.395882	-1.56943	-1.42766	0.255294	0.459293	0.432462	0.179823	0.441025	1.56087	2.1571	1.32819	-1.52212	-1.12551	-0.0581376	0.225425	-0.220782	-0.688203	0.13424	-0.191768	0.0218366	2.20875	-2.56105	1.2066	1.33287	-0.976742	0.735014	0.391294	-1.18236	1.20382	-0.85255	0.319706	1.19258	-0.556825	0.96987	0.730554	-0.794261	0.159592	0.675649	1.81405	1.08757	-0.9708	-0.388519	0.725004	0.458036	1.30278	-2.58007	0.928043	0.837935	-0.231131	-1.06878	1.25972	-0.747549	0.474859	-0.429711	0.678828	-1.36402	0.975364	-3.15267	-1.66171	0.725988	1.44638	1.00168	-1.55512	2.01723	-1.56402	1.68327	2.22121	-0.785789	0.123217	0.282757	-0.610729	0.846946	-0.861897	-0.775008	-1.09626	0.30244	1.78799	-0.472758	0.53785	-1.1186	0.123975	0.805438	-0.907693	-0.321737	-0.737471	0.462173	-0.920552	-1.34739	-0.0607188	-1.21033	0.35165	-1.402494e+02	-1.307047e+03	-1.447296e+03
