iter	M_lnFgutabs(1)	M_lnkgutelim(1)	M_lnkmtot(1)	M_lnkmratio(1)	M_lnkeD(1)	SD_lnFgutabs(1)	SD_lnkgutelim(1)	SD_lnkmtot(1)	SD_lnkmratio(1)	SD_lnkeD(1)	GSD_don(1)	GSD_d3g(1)	GSD_d15g(1)	lnFgutabs(1.1)	lnkgutelim(1.1)	lnkmtot(1.1)	lnkmratio(1.1)	lnkeD(1.1)	lnFgutabs(1.2)	lnkgutelim(1.2)	lnkmtot(1.2)	lnkmratio(1.2)	lnkeD(1.2)	lnFgutabs(1.3)	lnkgutelim(1.3)	lnkmtot(1.3)	lnkmratio(1.3)	lnkeD(1.3)	lnFgutabs(1.4)	lnkgutelim(1.4)	lnkmtot(1.4)	lnkmratio(1.4)	lnkeD(1.4)	lnFgutabs(1.5)	lnkgutelim(1.5)	lnkmtot(1.5)	lnkmratio(1.5)	lnkeD(1.5)	lnFgutabs(1.6)	lnkgutelim(1.6)	lnkmtot(1.6)	lnkmratio(1.6)	lnkeD(1.6)	lnFgutabs(1.7)	lnkgutelim(1.7)	lnkmtot(1.7)	lnkmratio(1.7)	lnkeD(1.7)	lnFgutabs(1.8)	lnkgutelim(1.8)	lnkmtot(1.8)	lnkmratio(1.8)	lnkeD(1.8)	lnFgutabs(1.9)	lnkgutelim(1.9)	lnkmtot(1.9)	lnkmratio(1.9)	lnkeD(1.9)	lnFgutabs(1.10)	lnkgutelim(1.10)	lnkmtot(1.10)	lnkmratio(1.10)	lnkeD(1.10)	lnFgutabs(1.11)	lnkgutelim(1.11)	lnkmtot(1.11)	lnkmratio(1.11)	lnkeD(1.11)	lnFgutabs(1.12)	lnkgutelim(1.12)	lnkmtot(1.12)	lnkmratio(1.12)	lnkeD(1.12)	lnFgutabs(1.13)	lnkgutelim(1.13)	lnkmtot(1.13)	lnkmratio(1.13)	lnkeD(1.13)	lnFgutabs(1.14)	lnkgutelim(1.14)	lnkmtot(1.14)	lnkmratio(1.14)	lnkeD(1.14)	lnFgutabs(1.15)	lnkgutelim(1.15)	lnkmtot(1.15)	lnkmratio(1.15)	lnkeD(1.15)	lnFgutabs(1.16)	lnkgutelim(1.16)	lnkmtot(1.16)	lnkmratio(1.16)	lnkeD(1.16)	LnPrior	LnData	LnPosterior
1000	-0.504902	-2.20992	-0.360583	-1.54663	-1.39313	0.300251	0.153554	0.461374	0.272737	0.384921	1.58273	1.84985	1.29957	-1.10778	-1.05378	-0.183843	1.10373	-0.127785	-0.922404	-0.0541848	-0.638228	0.125441	1.77039	-1.38883	0.884998	0.357963	-0.0305144	1.48409	-0.262991	1.10219	-0.334457	-1.98316	-0.523656	1.17501	-0.137506	0.558676	-0.173921	-0.69818	0.770704	1.04195	0.682849	1.13977	-0.413931	-0.337549	-0.819807	1.84735	0.732636	-1.44997	0.711663	-0.0676747	-0.290659	-1.87286	2.35837	-0.649468	-0.135214	2.21715	1.93703	-0.344843	-0.0741355	-1.83526	-2.1594	0.719547	-0.311328	0.865485	-0.391713	-0.134996	-0.746867	1.31108	1.3628	-0.240352	1.05328	-0.937269	-0.172712	0.497798	-2.49563	-0.0582108	-0.691466	1.27389	1.03902	-0.67822	-0.334369	-0.169954	1.30744	0.0514026	0.240162	-0.357196	-0.790366	-0.0528358	-1.06735	-0.808591	-0.388908	-1.31917	-0.222605	-1.303740e+02	-1.305380e+03	-1.435754e+03
1050	-0.46352	-1.83639	-0.219593	-1.55126	-1.46268	0.223389	0.315051	0.543892	0.286882	0.293603	1.591	1.87559	1.36857	-2.54006	-0.82921	-0.393443	0.103734	-0.274278	-1.48667	-1.35893	-1.16564	-0.163388	2.59208	-2.31308	-0.392278	-0.431479	-1.3098	0.831806	-0.585134	-0.866071	-0.322005	-2.90011	-0.0445103	1.00267	1.22921	0.642946	0.785635	-0.274398	0.49538	1.84375	0.894272	1.58406	-0.994602	-0.838934	0.239395	2.44209	0.289339	0.011565	-0.33847	0.830084	-0.367599	-0.522398	1.55651	-0.87274	-1.35606	0.739995	1.41475	-1.47253	-0.64179	-1.84614	-1.38918	-0.264432	0.389826	0.459215	2.12096	-1.66611	0.97464	0.470835	1.51296	-2.53846	1.00418	0.265154	0.68177	0.597545	0.661881	-1.29462	-0.366098	0.958662	1.46356	0.850328	-0.523209	-0.35992	-0.261532	0.210892	2.71368	-1.40167	0.0690787	-0.107132	-1.39425	-1.76772	-0.0607774	-1.87515	1.54386	-1.492168e+02	-1.302300e+03	-1.451517e+03
1100	-0.532673	-1.598	-0.773268	-1.60758	-1.95077	0.273701	0.26946	0.519183	0.376785	0.317826	1.46392	1.74521	1.2981	-1.52809	-1.21386	-1.28178	0.573328	-2.24702	-1.46946	0.353386	-0.655373	0.459526	3.24479	-1.17172	-1.15935	0.413044	-1.31287	1.10863	0.22372	-1.03976	-0.711266	-2.03906	0.49677	1.2673	-0.587628	0.101672	-0.472451	-1.30272	0.655115	1.15554	0.489648	1.55855	-1.61605	-0.680901	0.523041	2.075	0.767558	-1.18681	0.693767	2.67471	-1.23395	-1.23209	-0.201017	-0.798116	-0.445099	1.40698	1.38984	-0.524006	0.203363	-2.27559	-2.39689	0.253054	-0.549994	0.867601	0.294379	-0.251231	-0.259142	2.11964	1.73999	-0.551872	-0.665392	0.357615	-0.548143	0.82698	0.0879941	-0.250689	0.596623	1.15362	1.20058	1.72233	-0.931155	-0.146071	0.485983	0.586932	-0.973186	-0.642812	0.145864	0.131148	-1.32133	-0.0313842	-0.911355	-0.964547	-0.628879	-1.414174e+02	-1.287490e+03	-1.428907e+03
1150	-0.49293	-1.67008	-1.08001	-1.57055	-2.01843	0.237583	0.201905	0.526941	0.290718	0.453002	1.55748	1.88862	1.28547	-1.37527	-1.4119	-0.637945	0.463794	-1.04127	-1.28285	1.12205	-1.01998	-0.0858539	2.03293	-1.53878	-0.706072	1.24555	-0.868999	1.35211	0.0666382	-1.06195	-0.46769	-2.1131	0.0934277	1.60602	2.31909	-0.230698	0.979368	-1.71967	0.282736	1.77787	1.94684	1.81721	0.235198	-0.581285	-2.12456	2.48992	0.658907	-0.497222	0.467697	0.903548	0.00104473	-1.0907	1.48121	-1.04981	-0.788451	1.10758	1.34049	-1.29897	-0.199376	-1.57371	-1.6931	1.0114	-0.191434	1.38723	-1.37798	-0.447036	0.462367	0.97593	1.7963	-1.41855	0.0599744	0.209531	-1.18161	0.473426	0.0671937	0.165275	0.579103	1.5424	2.00124	0.633308	-1.18321	-0.286585	-0.920351	0.289158	1.40403	0.149226	0.816512	0.923923	-1.58665	0.306439	-0.251853	-1.14608	-0.30661	-1.425684e+02	-1.290389e+03	-1.432958e+03
1200	-0.497709	-1.55671	-1.00328	-1.69309	-2.25676	0.263452	0.661997	0.409026	0.392523	0.731802	1.52348	1.77916	1.2717	-1.21828	-1.50851	0.151094	1.14957	0.113272	-1.35422	0.448602	-1.3735	-0.440652	1.463	-1.61338	0.0580344	0.565125	-0.954993	0.6617	0.118562	-0.531894	0.240232	-2.09735	1.06837	1.46713	-0.796696	0.767286	-0.270659	0.151719	0.156325	2.96492	1.04578	1.24608	0.0208937	-0.985074	1.87777	0.369184	-0.0956901	-1.17921	0.257406	-0.110092	1.25282	-1.82773	1.89233	-0.861861	0.295556	-0.53863	0.974539	-1.76732	1.17731	-3.46047	-1.35668	1.44842	0.328637	1.00893	0.600923	-1.64251	0.863208	0.796991	1.54807	0.514317	0.697252	0.826361	0.432591	0.880105	-1.09417	0.66466	-0.140172	0.982361	1.42899	1.43936	-0.656055	0.501875	0.427251	-0.0980142	0.268754	1.62452	0.198604	1.49356	-1.63199	0.376103	-0.766041	-1.30226	0.215935	-1.486190e+02	-1.281442e+03	-1.430062e+03
1250	-0.540316	-0.946736	-1.07622	-1.72677	-1.87175	0.280666	0.564015	0.359843	0.303199	0.560526	1.59095	1.90579	1.32554	-0.853177	-2.53287	-0.415902	1.52525	-0.223339	-1.82971	-0.231197	-0.478572	0.230509	1.36664	-1.9267	1.39582	-0.856099	-1.08623	-0.474841	0.60873	-2.09274	-1.57333	-3.00512	-0.701317	1.76979	-1.15471	-1.06985	0.082289	-2.28314	0.158731	2.51736	1.10231	2.39565	-1.0417	-0.390482	-0.43756	1.30216	0.649208	-2.04602	0.794253	0.324108	-0.216447	-1.71514	0.507385	-0.900175	0.0678179	-0.0719233	1.99832	-2.76896	0.131116	-2.20055	-1.23467	1.40079	0.21388	0.923164	0.581097	-1.4917	0.658129	0.172332	1.42551	-0.128295	1.33305	0.666305	-0.493758	0.548928	2.47552	-0.478978	-0.0990511	0.33521	1.37634	-0.77513	-0.0350175	0.0260218	-0.103236	0.376729	0.816383	-0.599028	0.372987	0.143974	-1.33735	-0.583698	-0.795272	-0.695673	-0.32283	-1.519790e+02	-1.283097e+03	-1.435076e+03
1300	-0.47087	-1.24731	-1.03559	-1.6263	-1.89439	0.289452	0.442697	0.403231	0.241987	0.490919	1.53568	1.92499	1.29462	-1.7989	-2.43093	-0.0912623	-0.62422	-0.218674	-1.80648	0.471758	-1.5415	0.268037	1.11375	-1.55738	-0.188225	-0.189706	0.514581	0.113589	-0.0349612	-1.16412	-1.26177	-1.4514	-1.39112	1.38985	2.16723	0.683754	0.993908	-1.59112	1.23321	0.993091	0.0374191	2.78153	-1.48395	-0.0203242	-1.40531	1.42714	0.826344	-2.42051	0.0190063	0.286783	-0.315454	-0.750012	0.341365	-1.11194	-0.390608	0.144183	-0.0466392	-1.86805	-0.360201	-2.12141	-0.93205	-1.07314	-0.122428	0.708386	1.87689	-2.40381	0.545863	-0.0185382	1.62589	0.422586	0.0280891	-0.947456	-1.22642	0.378952	-0.509524	-0.240757	-1.42494	1.44831	1.27052	0.457184	-0.368985	-2.0842	-0.0284647	-0.299207	0.749679	0.644833	1.18515	-0.260633	-1.5448	-0.378594	-0.270815	-1.56333	-0.0963155	-1.432136e+02	-1.308203e+03	-1.451416e+03
1350	-0.479352	-1.47491	-0.875968	-1.72564	-1.90362	0.272999	0.488627	0.330774	0.418064	0.383223	1.61647	1.99188	1.26658	-1.13405	-2.69789	0.226374	1.19373	0.541393	-2.22481	-0.00876332	0.380221	-0.510208	2.64888	-2.18025	0.879232	0.641241	-0.291121	0.725664	0.35501	-0.215003	-1.27758	-1.94383	0.162271	1.10773	-0.858383	0.645185	0.241262	-0.61556	0.373154	1.67877	1.70586	1.88258	-0.764353	0.163654	-1.47579	1.49136	-0.431157	-2.17176	0.508436	-0.417335	-0.287568	-0.639844	1.27695	-1.24867	-0.629628	1.82221	1.12345	0.0217435	-0.0495929	-2.34814	-1.83179	0.0115406	0.898242	0.288454	0.679706	-1.3488	0.718014	0.105686	1.51414	0.466254	0.675171	-0.11454	-0.581435	0.357919	-0.764838	-0.529943	0.391102	0.465005	1.10181	1.70526	0.242998	-1.44039	1.21176	-0.47143	0.753094	0.375008	0.255206	1.68954	-1.96609	0.721959	-0.373641	-0.996546	-0.0667773	-1.406698e+02	-1.297916e+03	-1.438586e+03
1400	-0.439692	-1.15405	-0.779273	-1.6983	-1.97982	0.333169	0.651418	0.497678	0.340252	0.504115	1.65891	1.88474	1.24431	-1.53752	-1.31484	-0.848026	0.0061331	-0.222209	-1.12297	-0.119272	-1.63406	0.321472	1.65954	-2.21839	-0.0535592	1.27352	-0.354043	1.55924	-0.43959	-0.253421	0.191154	-3.38501	1.06836	0.823939	-1.5807	1.58167	-0.691289	0.0766136	-0.282639	0.213062	1.31507	1.36393	0.0834977	-0.175372	-1.59074	1.79976	-0.46145	-0.650011	-0.270153	0.775343	-1.11962	-1.42953	-0.421391	-1.64629	0.993164	1.661	0.820412	-0.447913	0.451591	-2.585	-2.77388	0.530569	-0.616227	0.459504	-0.1648	-1.31076	0.683589	0.475256	1.23879	-1.1452	-0.0358644	-0.25042	-1.04156	0.397036	-0.926994	-1.0666	0.451245	0.49897	0.528959	-0.497958	0.489927	0.780577	0.82005	-0.278396	1.2392	-0.153799	0.902342	0.391372	-1.83847	1.14605	-1.39176	-0.895341	-0.790488	-1.448129e+02	-1.287618e+03	-1.432431e+03
1450	-0.480593	-1.48267	-0.628356	-1.69083	-1.85247	0.342079	0.413267	0.562787	0.384906	0.591893	1.55166	1.89549	1.27045	-1.73628	-0.974037	-1.12212	0.400939	-1.1996	-1.05552	-0.0344564	-0.884831	-0.491928	1.98237	-2.10386	0.675271	0.302019	0.0378265	0.507639	-0.643681	-1.53066	0.323056	-1.60492	0.492466	0.703933	0.454479	-0.0612928	-0.340981	-0.769628	0.128117	1.22453	1.60431	2.09099	1.13709	-0.334715	-0.384246	1.19905	0.467802	-1.17266	-0.157124	0.739652	-0.476982	-0.190658	0.543476	-1.06318	0.457926	0.396916	0.962774	-1.33036	0.0454495	-2.20004	-2.10765	-1.12002	-0.449249	0.854435	0.940848	-2.29137	1.48647	-0.624432	1.21358	0.278646	0.863612	-0.095955	0.69978	0.413752	-0.128226	-0.822127	0.128167	-0.188108	0.705689	-0.787758	1.37945	-0.204181	2.42819	0.0221537	0.685268	-0.413142	0.387396	0.379003	-1.45733	0.934253	-1.0374	-0.694753	-0.494916	-1.362039e+02	-1.288845e+03	-1.425049e+03
1500	-0.464279	-1.33556	-0.877702	-1.87935	-1.9568	0.305251	0.225261	0.470706	0.369441	0.427235	1.50998	1.8871	1.27524	-1.67863	-0.704435	-1.50177	0.366793	-2.23176	-1.74296	0.60094	-0.950452	0.582868	1.71881	-1.62467	-0.0383199	0.723699	-0.122691	1.0285	0.123694	-0.0563731	-1.7855	-1.53142	-1.71501	0.861957	1.41675	0.25796	-0.733909	-0.493427	0.169205	-0.361272	1.48561	1.51547	-0.141958	-0.635743	-0.523297	1.56086	0.683059	-2.04235	-0.0586269	-0.455235	0.102139	-0.837445	1.4689	-1.29005	-0.820275	0.678211	1.61898	-0.810821	0.165795	-3.62706	-2.55511	0.473446	-1.14027	0.896677	0.77921	-2.0131	0.796041	-0.126226	1.11311	-0.510281	-0.149588	0.301655	-1.18242	0.34974	-0.318913	-1.41851	0.444648	-0.559427	1.08378	0.329623	-0.964011	-0.00191232	-0.0295602	-0.370138	1.85089	-0.589582	0.9294	-0.0780455	-1.3676	0.998496	-1.40174	-0.886858	-0.434432	-1.407858e+02	-1.285065e+03	-1.425851e+03
1550	-0.4658	-1.37991	-1.09238	-1.7371	-2.16666	0.304107	0.304835	0.462666	0.403869	0.273427	1.59304	1.83757	1.33223	-1.52337	-1.15577	-0.348193	0.710563	-0.993893	-1.48263	1.74039	-1.8939	0.166986	1.7684	-1.95089	0.468344	1.39103	-0.0755091	2.11351	-0.22133	-0.880101	-0.990195	-1.28367	-0.370715	0.976662	-0.955031	2.14646	-0.00646163	1.39951	0.392089	1.27663	2.03983	2.46347	-0.599039	-0.691799	-0.0117016	2.48914	0.218432	-0.410142	0.565345	1.80443	-1.31771	-1.06555	1.65418	-1.26733	-0.575226	1.70427	0.951889	-1.19459	0.188602	-2.56346	-2.21659	0.203292	-0.397445	1.2091	-0.017053	-2.04835	1.32866	-0.313404	1.40677	1.93076	1.72197	0.834203	0.24185	0.339015	0.635138	-1.06448	-0.835164	0.201334	1.26724	-0.973563	0.251727	-0.840902	2.09252	-0.24887	0.990319	-0.389398	0.540244	0.481736	-1.61492	-0.476867	-0.147708	-1.09439	1.11471	-1.493043e+02	-1.286463e+03	-1.435767e+03
1600	-0.466514	-0.952533	-1.21823	-1.69522	-2.43407	0.278743	0.559717	0.559626	0.51302	0.334249	1.6361	1.88416	1.28005	-0.803569	-2.39995	-0.395205	1.42412	0.396445	-1.34197	0.785797	-1.77827	0.657171	0.569889	-1.96868	2.09893	-1.15329	-0.151286	0.899135	-0.105239	-0.0610053	-0.1762	-1.87357	0.0589296	1.29997	-1.68099	0.735751	-0.486122	0.63115	-0.159092	-0.160512	1.47786	1.08039	0.275118	-0.247077	-0.961613	1.3997	1.21119	-1.35901	0.245125	0.439281	-0.119558	-0.18292	1.1837	-1.21579	-1.58233	1.82916	0.867173	-0.174077	0.40932	-2.4714	-1.96197	-0.0744497	-0.341171	0.900848	0.0891839	-1.48484	-0.159957	0.0730875	1.21672	-0.264989	0.812683	-0.471418	0.479028	0.117362	1.33704	-1.20294	-0.286919	0.276271	1.59793	0.852276	-0.225738	0.0600436	0.947442	-0.0974133	0.746315	0.382596	-0.351396	1.28423	-1.7398	-0.0178653	-0.853119	-0.83156	0.244025	-1.365267e+02	-1.291079e+03	-1.427606e+03
1650	-0.555715	-1.00766	-1.16726	-1.66357	-2.52187	0.295403	0.624808	0.426821	0.436982	0.28777	1.5734	1.83497	1.28598	-0.569252	-2.49209	-1.02824	1.37042	0.626335	-1.28826	0.683266	-1.73921	-0.70938	1.93069	-1.31842	1.3183	-1.46495	-0.295279	-0.850018	0.326105	-0.135812	-1.85974	-1.39183	-0.634998	1.35991	-0.799578	0.721223	0.730587	1.17579	0.929651	-0.398691	0.111299	2.01616	-0.435782	0.0465615	-1.87701	2.46234	-0.0596094	-1.23992	0.323792	0.227909	-0.799808	-1.32454	0.98656	-1.02476	-0.00370179	0.576604	1.55332	-2.11009	0.51214	-1.84913	-2.00611	0.463014	0.210184	1.17391	0.0938101	-1.6418	1.18398	1.17426	1.77023	0.470264	1.32109	-0.196183	1.05441	0.981762	0.456924	-0.569775	-0.550188	2.05169	1.6812	0.93093	-0.889398	-0.441519	0.842084	-0.11149	-0.136629	-0.572245	0.667308	1.09884	-1.25946	0.260095	-1.15929	-1.04488	0.181898	-1.438494e+02	-1.287141e+03	-1.430990e+03
1700	-0.595949	-0.724525	-1.41359	-1.57603	-2.48001	0.251129	0.627644	0.400741	0.277575	0.457758	1.46027	1.81246	1.28149	-0.685989	-2.52505	-0.59136	1.94215	-0.506877	-1.56421	0.552352	-1.37188	-0.216937	1.39728	-2.37874	0.442284	0.188906	-1.02763	0.728337	0.644201	-1.14146	-0.382292	-2.51967	0.464655	1.39853	0.406489	1.10153	-0.497575	-0.643735	1.00387	0.795852	1.4336	1.92623	-0.338492	-0.0444578	0.197602	0.461924	1.16036	-2.95872	0.617003	0.00531344	-0.110028	-1.80128	0.807881	-0.970987	-0.196095	1.75069	0.273398	-0.738742	0.53168	-1.4514	-2.32709	-0.32951	-0.425747	1.21502	-0.261239	-0.482907	-0.166045	1.7208	2.27278	-1.70952	1.60049	0.698004	-0.089605	1.02459	0.57578	-1.2489	0.342087	-0.0733472	1.83658	0.356438	-0.222662	-0.931315	0.312138	-0.0615558	0.682213	-0.134539	-0.2926	-0.0631532	-1.41724	-0.250667	-0.515041	-1.70976	-0.297799	-1.425288e+02	-1.281040e+03	-1.423569e+03
1750	-0.543422	-0.637869	-1.59974	-1.71826	-2.55077	0.281132	0.559091	0.310815	0.303025	0.553615	1.53658	1.784	1.28912	-1.54899	-1.1299	-0.807926	0.407051	-0.76935	-1.14571	-0.0200071	-1.2949	0.536463	1.50384	-1.86971	0.0694939	1.14325	-0.547327	0.734939	0.363183	-0.733576	-1.90925	-2.28831	-0.615594	1.48298	1.04171	0.299398	-0.347616	-0.99247	0.857546	-0.020064	1.75142	1.52138	-0.194178	-0.433035	0.970546	1.03575	1.72091	-2.34729	0.352629	-0.0258462	0.281032	-1.37183	0.625618	-1.14575	0.104424	1.05661	2.06385	-1.39245	0.151877	-2.69711	-1.16339	0.927065	0.488568	0.605822	0.892978	-0.363079	0.52723	1.26767	1.60325	1.49363	1.33498	0.118512	-0.0261286	0.717159	-0.607205	0.0584386	0.455043	1.21671	1.11253	0.611296	1.29678	-0.400418	0.879064	-0.082323	-0.462624	0.727297	0.122507	0.573092	-0.899571	0.376118	-1.52534	-1.18646	-0.46314	-1.368719e+02	-1.277103e+03	-1.413975e+03
1800	-0.517556	-0.525442	-1.17185	-1.69397	-2.57569	0.263733	0.398632	0.418544	0.371478	0.435764	1.60899	1.75339	1.32316	-1.34256	-1.08641	-1.82718	0.890001	-0.961095	-1.25929	-0.123114	-2.20029	0.246202	1.09446	-2.01728	-0.824118	-0.683821	-0.12741	1.20561	0.0770246	-0.612375	-0.928091	-2.11578	-0.20791	1.1975	0.635839	-0.280811	-0.25276	-0.255788	-0.0791568	1.47878	2.30671	1.33041	0.414424	-0.47696	-2.24132	2.33304	1.46075	-0.768846	0.349343	-0.240027	-1.60541	-0.762152	0.285765	-1.48019	0.546301	1.40836	1.24737	0.192332	0.656606	-3.92824	-3.10008	-0.0542483	-0.209977	1.19325	-1.47644	-0.9948	0.367415	1.01491	1.56873	1.69222	-0.11927	-0.345744	0.0421282	0.79504	-0.611904	-1.02082	-0.226582	0.693337	1.53305	1.03279	-0.458055	-0.567276	0.746098	0.584992	1.1308	-1.81441	1.11005	-0.273628	-1.78402	-1.43345	-0.436828	-1.20644	1.07508	-1.501458e+02	-1.291682e+03	-1.441828e+03
1850	-0.601572	-1.12923	-1.16971	-1.6318	-2.48246	0.323634	0.244508	0.598709	0.41204	0.545022	1.54269	1.84439	1.3017	-0.734106	-1.78518	-1.53116	0.189457	-0.550778	-1.0657	1.53712	-1.1171	0.792212	1.75431	-1.70069	-0.170313	0.107833	-0.244879	1.37598	0.0631541	0.681483	0.13647	-2.4738	0.807063	1.50345	-1.71944	-0.195471	-0.468772	-0.590597	0.656494	-0.23949	2.11982	2.23133	0.915643	-0.0409519	-0.925297	0.673805	0.155914	-1.09992	0.256357	-0.464466	0.36566	-1.2284	1.89353	-0.763325	0.584868	0.424519	0.375074	-0.823092	0.686238	-2.29498	-1.71844	0.0184228	0.0435309	0.933566	0.211744	-0.861327	0.350111	1.09091	1.69563	0.241569	-0.357613	0.773061	-0.142765	0.807795	-0.995986	0.40967	-0.0152578	0.907347	1.45313	-1.31479	0.450125	-0.581803	1.21176	0.12563	0.804927	0.190421	0.0705744	0.766392	-1.12689	0.475856	-0.542411	-0.79048	0.455338	-1.335202e+02	-1.293790e+03	-1.427311e+03
1900	-0.494675	-1.6624	-1.296	-1.52234	-2.55097	0.343454	0.514473	0.446082	0.457704	0.353935	1.49448	1.76647	1.30155	-1.29988	-0.469812	-0.0563878	0.503377	0.0738993	-0.818716	1.6239	-2.2082	0.104341	1.40693	-1.72792	2.32473	0.448824	-1.14927	1.59546	0.16473	0.54798	-1.30013	-1.49426	0.000884073	1.17709	-0.125589	0.0597568	-0.664943	-0.518646	0.18799	0.841724	1.76093	1.71954	-0.252709	-0.728961	0.438808	1.9745	0.259444	-0.935357	0.477178	0.207312	-0.0616071	-0.248336	1.92485	-1.07509	-0.0944527	2.33386	1.01949	0.665076	0.0366223	-1.72606	-1.28774	0.0711772	0.273036	0.824526	2.00626	-1.35069	-0.0165338	1.90781	1.33148	1.36693	-0.302681	-0.130974	-1.3711	0.0645716	0.843612	-0.156	-0.73379	1.13532	1.08063	0.465394	0.448432	-0.212028	1.63528	0.0904539	1.05101	-0.450568	-0.105919	1.0193	-1.16128	1.43741	-1.10739	-1.65617	-0.278403	-1.382429e+02	-1.286060e+03	-1.424303e+03
1950	-0.486472	-1.26889	-1.1705	-1.64787	-2.11699	0.385176	0.629445	0.782292	0.442779	0.2102	1.48079	1.8142	1.26541	-1.2328	-1.42663	0.536839	0.844014	1.47471	-1.30944	1.20724	-1.06154	0.671209	0.866573	-1.67487	0.60336	0.150575	-0.221733	0.492628	0.394218	-1.99087	-0.241332	-1.64714	-1.03463	0.629049	0.623993	0.695894	0.0477554	-0.475898	0.196057	1.84262	0.946589	2.0279	-2.24694	-0.544197	-0.280367	1.4966	2.03015	-1.83896	0.459386	0.321683	-0.472654	-1.14805	0.867637	-0.537881	-0.806236	1.45907	1.70944	-0.80837	0.243328	-1.55074	-1.40222	0.471945	-1.37952	0.607038	0.714477	-0.881917	0.0815898	0.840219	1.16842	0.026149	0.303668	0.25505	0.258692	0.463094	2.31677	-0.992236	0.106783	-0.919822	1.00093	-0.28916	-0.129887	0.716832	0.369788	-0.55061	0.70605	0.0389029	0.299431	0.616047	-1.117	0.522187	-0.675402	-1.21517	-1.96421	-1.410781e+02	-1.278246e+03	-1.419324e+03
2000	-0.436288	-1.56679	-1.13886	-1.64676	-2.20234	0.389077	0.530628	0.559224	0.558974	0.192146	1.52207	1.95553	1.22443	-1.44006	-0.640674	-0.189003	1.32032	-0.790393	-1.12988	1.36163	-1.21581	-0.17006	3.19414	-1.57521	1.69023	0.0398977	-0.0794395	0.964386	-0.474972	0.564648	-0.179087	-1.42796	-0.453968	0.58601	0.592755	0.395535	0.0414515	-1.47215	0.114373	1.47816	1.45684	1.4927	-0.15414	-0.655794	-0.473029	2.05408	-0.196475	-1.16756	0.299177	1.12343	-0.90283	-0.214515	-0.0755433	-0.616034	-1.00583	1.79896	0.640588	-0.554932	0.240951	-1.98493	-1.8858	-0.394465	-0.656221	0.730954	0.0295425	-1.41841	0.259564	0.16121	1.04257	-1.42618	0.849377	0.889877	-0.193576	0.324965	1.60661	-1.06105	0.266986	-0.0140001	0.975648	0.861952	-0.949366	-0.865675	-1.39678	-0.310622	1.94427	-0.603172	-0.0696939	0.0373806	-1.24254	1.82291	-1.11537	-0.464099	-1.21033	-1.387743e+02	-1.275448e+03	-1.414222e+03
2050	-0.363628	-1.43722	-1.0034	-1.42417	-2.00621	0.394598	0.482671	0.615842	0.646806	0.041265	1.52759	1.81538	1.27814	-1.40684	-1.46389	0.423306	0.665729	2.23244	-0.879624	1.49078	-1.99227	-0.321535	-0.631831	-1.88649	0.768494	-0.589343	-0.320202	-1.0071	-0.202051	-2.03066	-0.120378	-2.81559	-1.05045	0.390894	-0.537239	0.837244	0.128718	0.458453	0.521023	-1.3059	0.895251	1.17181	-1.81296	-0.551663	-0.908446	2.66928	0.118541	-0.660516	0.0325001	0.366113	-0.946075	-1.24878	-0.409833	-1.16868	0.160819	1.8196	0.416675	-0.221625	-0.189023	-2.50947	-0.884231	0.0942219	-0.335294	0.433061	1.11446	-1.63484	-0.162261	1.23387	0.816028	-0.195021	0.760129	0.327093	-0.0333355	0.26882	-0.781821	-0.62268	-0.527701	-0.713934	0.807668	0.298257	-0.567197	-0.383178	-0.115586	-0.61508	0.218506	0.00430258	0.130099	1.51575	-1.49275	-0.193512	-0.442479	-0.945692	-0.328518	-1.377039e+02	-1.282139e+03	-1.419843e+03
2100	-0.483917	-1.61967	-1.21962	-1.7271	-2.08426	0.329274	0.538184	0.536012	0.435456	0.236155	1.6286	1.74558	1.30939	-1.74065	0.642729	-0.542517	1.0168	-0.874592	-0.996288	1.48031	-1.6778	0.346037	0.56086	-1.26702	1.26326	-0.523148	-1.56733	-0.168557	-0.127731	-1.11364	0.272423	-0.999439	0.941518	1.11483	-1.68811	0.852758	0.0428278	-0.176331	0.610696	0.706423	1.03737	1.47652	-1.22609	-0.149655	-1.30675	3.44595	0.829125	1.24293	0.355337	1.98502	-1.18391	-0.189796	-0.150743	-0.904087	0.778415	2.18998	0.837497	-0.951937	-0.029192	-1.70781	-1.3921	0.652384	-0.374925	1.23451	0.813152	-2.04861	-0.457055	-1.43928	1.3787	-0.51729	0.893281	0.545289	0.189949	0.408452	0.527567	-0.395249	0.375095	0.227797	0.444763	2.11734	0.0631252	0.548396	0.763955	0.167594	0.525921	0.380034	-0.0534829	1.39101	-1.44989	0.274277	0.0268374	-0.274977	0.957325	-1.374252e+02	-1.291248e+03	-1.428673e+03
